symbol,date,entry_time,exit_time,entry_price,exit_price,profit_pct,max_possible_profit,profit_left_on_table,max_loss_avoided,gain_after_loss,time_to_peak_after_loss_secs,reason,ml_entry_prob,ml_crash_prob
MEOH,2026-04-08,14:44:00,14:44:10,58.4197,58.4585,0.06641595215312976,5.923173176171743,5.856757224018613,-0.44454182407647125,5.923173176171743,14450,ML_CRASH_DETECTED,0.7215418878689795,0.2689577390225372
MEOH,2026-04-08,14:51:00,14:51:10,58.28,58.385,0.18016472203156636,6.177076183939604,5.996911461908037,-0.1115305422100167,6.177076183939604,14030,ML_CRASH_DETECTED,0.4296253506704623,0.20338477260325385
MEOH,2026-04-08,15:03:10,15:03:20,59.06,59.022,-0.06434134778192314,4.774805282763292,4.839146630545215,-0.61801557737894,4.774805282763292,13300,ML_CRASH_DETECTED,0.4203181909181018,0.22423820898227478
MEOH,2026-04-08,15:03:40,15:03:50,58.965,58.905,-0.1017552785550789,4.943610616467394,5.045365895022473,-0.45789875349784304,4.943610616467394,13270,ML_CRASH_DETECTED,0.8011199233996503,0.24926071124782628
MEOH,2026-04-08,15:04:00,15:04:20,58.92,58.785,-0.2291242362525545,5.023761031907672,5.2528852681602265,-0.3818737270875788,5.023761031907672,13240,ML_CRASH_DETECTED,0.8575397400823492,0.5012898649185773
MEOH,2026-04-08,15:26:10,15:26:20,59.2,59.415,0.3631756756756694,4.527027027027026,4.163851351351357,-0.21114864864864863,4.527027027027026,11920,ML_CRASH_DETECTED,0.44633491991685925,0.6232616344216484
MEOH,2026-04-08,15:27:10,15:27:20,59.2482,59.24,-0.013840082905463964,4.441991486661208,4.455831569566672,-0.29232955600337945,4.441991486661208,11860,ML_CRASH_DETECTED,0.4404244434770407,0.28387566187411767
MEOH,2026-04-08,15:40:20,15:41:40,59.645,59.725,0.13412691759577214,3.747170760331963,3.613043842736191,-0.33531729398944227,3.747170760331963,11000,ML_CRASH_DETECTED,0.4289484097350142,0.3973281989274138
MEOH,2026-04-08,15:42:50,15:43:10,59.576,59.445,-0.2198872029004972,3.867329125822482,4.087216328722979,-0.2198872029004972,3.867329125822482,10910,ML_CRASH_DETECTED,0.4403273331599506,0.451015751170783
MEOH,2026-04-08,15:43:30,15:44:40,59.486,59.51,0.0403456275426166,4.024476347375862,3.984130719833246,0.0021853881585591956,4.024476347375862,10820,ML_CRASH_DETECTED,0.5387606860869397,0.32068889276856366
MEOH,2026-04-08,15:56:00,15:56:10,59.655,59.7,0.07543374402816479,3.729779565836898,3.6543458218087332,0.03352610845695419,3.729779565836898,10130,ML_CRASH_DETECTED,0.6144150567313772,0.30156446185370633
MEOH,2026-04-08,16:01:10,16:01:50,59.93,59.911,-0.031703654263304445,3.2537960954446903,3.2854997497079945,-0.4254964124812324,3.2537960954446903,9790,ML_CRASH_DETECTED,0.7686236744504522,0.21716519739277892
MEOH,2026-04-08,16:05:50,16:06:30,59.715,59.701,-0.023444695637616843,3.6255547182449956,3.6489994138826125,-0.06698484467890187,3.6255547182449956,9510,ML_CRASH_DETECTED,0.43603326007909776,0.57721253396596
MEOH,2026-04-08,16:09:50,16:10:10,59.9116,59.88,-0.05274437671502248,3.2855073141094584,3.338251690824481,-0.3949151750245408,3.2855073141094584,9290,ML_CRASH_DETECTED,0.4306673519271416,0.24763660673979504
MEOH,2026-04-08,16:17:30,16:17:40,59.881,59.881,0.0,3.3382876037474363,3.3382876037474363,-0.285566373307058,3.3382876037474363,8840,ML_CRASH_DETECTED,0.49665639934104044,0.3467582967531706
MEOH,2026-04-08,16:20:00,16:20:10,59.94,59.93,-0.016683350016680032,3.2365699032365782,3.2532532532532583,-0.38371705038371184,3.2365699032365782,8690,ML_CRASH_DETECTED,0.7538541192837153,0.48194695686561756
MEOH,2026-04-08,16:20:30,16:20:40,59.8785,59.84,-0.06429686782400876,3.34260210259108,3.4068989704150887,-0.2814031747622296,3.34260210259108,8660,ML_CRASH_DETECTED,0.6773329052653038,0.32638722291858957
MEOH,2026-04-08,16:21:00,16:21:10,59.8411,59.8411,0.0,3.4071900416269174,3.4071900416269174,-0.21908019738941373,3.4071900416269174,8630,ML_CRASH_DETECTED,0.5534264857684893,0.4161509961399262
MEOH,2026-04-08,16:24:30,16:25:00,59.836,59.85,0.023397285914838722,3.4160037435657533,3.3926064576509147,-0.21057557323350104,3.4160037435657533,8400,ML_CRASH_DETECTED,0.6494822689953956,0.8400461194525207
MEOH,2026-04-08,16:25:10,16:26:20,59.855,59.91,0.09188873110015826,3.3831760086876717,3.2912872775875135,-0.24225210926404817,3.3831760086876717,8320,ML_CRASH_DETECTED,0.8128363430138169,0.6232286678588808
MEOH,2026-04-08,16:28:40,16:29:00,59.8875,59.89,0.004174493842617786,3.3270715925694,3.322897098726782,-0.29638906282613564,3.3270715925694,8160,ML_CRASH_DETECTED,0.681627282270704,0.6186694925731903
MEOH,2026-04-08,16:35:00,16:35:10,60.3699,60.3903,0.033791674327772935,2.5014121275668857,2.4676204532391126,-1.093094406318381,2.5014121275668857,7790,ML_CRASH_DETECTED,0.4228151334572031,0.22167017302306655
MEOH,2026-04-08,16:39:50,16:40:00,60.546,60.61,0.10570475341063004,2.2032834539028228,2.0975787004921926,-1.380768341426351,2.2032834539028228,7500,ML_CRASH_DETECTED,0.4659935661562437,0.4139581078490951
MEOH,2026-04-08,16:42:50,16:43:00,60.72,60.7,-0.03293807641633073,1.9104084321475687,1.9433465085638995,-1.6633728590250296,1.9104084321475687,7320,ML_CRASH_DETECTED,0.4417506758593794,0.200152473522791
MEOH,2026-04-08,16:49:30,16:51:10,60.665,60.65,-0.02472595400972648,2.0028022747877747,2.027528228797501,-1.5742190719525233,2.0028022747877747,6830,ML_CRASH_DETECTED,0.5792535777005652,0.3016059498728001
MEOH,2026-04-08,16:52:40,16:52:50,60.215,60.215,0.0,2.7650917545462077,2.7650917545462077,-0.8386614630905962,2.7650917545462077,6730,ML_CRASH_DETECTED,0.42738497167568357,0.20591649715209756
MEOH,2026-04-08,16:54:30,16:54:50,60.285,60.33,0.0746454341876117,2.6457659450941464,2.571120510906535,-0.953802770174995,2.6457659450941464,6610,ML_CRASH_DETECTED,0.44020212509530815,0.29690441175467014
MEOH,2026-04-08,16:55:40,16:55:50,60.285,60.285,0.0,2.6457659450941464,2.6457659450941464,-0.953802770174995,2.6457659450941464,6550,ML_CRASH_DETECTED,0.5727026604915973,0.3570881163046743
MEOH,2026-04-08,16:56:00,16:56:10,60.285,60.355,0.11611511984739202,2.6457659450941464,2.529650825246754,-0.953802770174995,2.6457659450941464,6530,ML_CRASH_DETECTED,0.45572552016086604,0.29581841956668076
MEOH,2026-04-08,16:57:50,16:58:00,60.305,60.305,0.0,2.611723737666865,2.611723737666865,-0.9866511897852565,2.611723737666865,6420,ML_CRASH_DETECTED,0.4371757420565942,0.239906046305789
MEOH,2026-04-08,17:02:00,17:02:10,59.99,60.07,0.1333555592598738,3.1505250875145863,3.0171695282547124,-0.46674445740957016,3.1505250875145863,6170,ML_CRASH_DETECTED,0.5724671421168653,0.38354962069545856
MEOH,2026-04-08,17:02:50,17:03:00,60.08,60.085,0.00832223701731451,2.996005326231698,2.9876830892143835,-0.6158455392809544,2.996005326231698,6120,ML_CRASH_DETECTED,0.4585812590879622,0.6085822577304157
MEOH,2026-04-08,17:04:00,17:04:10,59.94,59.92,-0.033366700033360064,3.2365699032365782,3.2699366032699384,-0.38371705038371184,3.2365699032365782,6050,ML_CRASH_DETECTED,0.5041766317268292,0.2954666946197805
MEOH,2026-04-08,17:04:20,17:04:50,59.92,59.92,0.0,3.2710280373831786,3.2710280373831786,-0.3504672897196276,3.2710280373831786,6010,ML_CRASH_DETECTED,0.45773618075938544,0.20569673247359668
MEOH,2026-04-08,17:06:50,17:07:00,59.87,59.9,0.05010856856522655,3.3572740938700605,3.3071655253048338,-0.26724569901452583,3.3572740938700605,5880,ML_CRASH_DETECTED,0.46683465624785964,0.20016928930654448
MEOH,2026-04-08,17:14:30,17:14:40,59.735,59.735,0.0,3.590859630032649,3.590859630032649,-0.041851510839538926,3.590859630032649,5420,ML_CRASH_DETECTED,0.44393063796820514,0.7349909041506404
