symbol,date,time,price,Impact_Hist_Z,Velocity_Z,Acceleration_Z,Jerk_Z,Snap_Z,Curving_Up,Plateauing,Curving_Down,Volatility_Pct,max_profit_pct_30m,max_loss_pct_30m
MEOH,2026-03-25,18:25:50,57.9891,2.633875635373686,1.9181579479712547,-0.32371845889831274,0.2679617310266385,3.5501462665777295,0.0,1.0,0.0,0.2724101418508989,0.4499121386605405,-0.3347180763281355
MEOH,2026-03-25,18:26:00,58.035,3.1007118876265998,1.180884745698922,-0.479131560530734,-0.08913001342004809,-0.19490368994904111,0.0,1.0,0.0,0.2786399958188502,0.3704660980442895,-0.41354355130523807
MEOH,2026-03-25,18:26:30,57.795,-1.9900996898366772,-3.80195140017555,-2.9367867792837545,-1.6276594170082122,-0.9180973556995046,0.0,0.0,1.0,0.3100670834903506,0.7872653343714824,0.0
MEOH,2026-03-25,18:26:40,57.966,0.4583898328205234,1.6724569457858585,3.5447664524133202,3.7032233622832873,2.9341289661633585,1.0,0.0,0.0,0.316004222850108,0.48994238001586954,-0.12265810992651083
MEOH,2026-03-25,18:26:50,57.9606,1.3725911162469953,1.018954988891831,-0.4233273700213043,-2.2711782014988104,-3.2463994202360524,0.0,1.0,0.0,0.32295581977725524,0.49930470008937194,-0.11335286384198862
MEOH,2026-03-25,18:56:50,57.88,-1.1673648904712264,-2.478751891313829,-1.7085736368777298,-0.8502230948265115,-0.1722880003397653,0.0,0.0,1.0,0.10076866691931657,0.7256392536281869,-0.37145818935729685
MEOH,2026-03-25,18:57:00,57.915,-0.30427623304933743,0.9507610858182469,2.895316109749184,2.69346361160571,1.9419513592244333,1.0,0.0,0.0,0.11346065287598084,0.6647673314339947,-0.431667098333765
MEOH,2026-03-25,18:57:50,57.92,-2.2062622288686113,-4.388807729422476,-3.5784628423192566,-2.1981699798660648,-1.3420112389882426,0.0,0.0,1.0,0.14856587028721596,0.6560773480662905,-0.44026243093923095
MEOH,2026-03-25,18:58:00,57.92,-0.029484507880640224,1.4358401360824313,3.8911016432299275,4.193981547394025,3.483897539971328,1.0,0.0,0.0,0.15595873403199043,0.6560773480662905,-0.44026243093923095
MEOH,2026-03-25,18:58:10,57.92,1.0708388773185225,1.046811350337452,-0.27248399830094683,-2.349897520961273,-3.518597224088501,0.0,1.0,0.0,0.1627887174162133,0.6560773480662905,-0.44026243093923095
MEOH,2026-03-25,18:58:20,58.0533,1.7480516998550575,1.0575088459804671,-0.0007063557336620976,0.15344313892642927,1.3529238961993624,0.0,1.0,0.0,0.16320993278956528,0.42495430922961663,-0.6688680919086443
MEOH,2026-03-25,19:00:40,57.9924,-1.0752181562296461,-1.0937490168936532,-0.6541034575665441,-0.4121175065464901,-0.4020714751182147,0.0,0.0,1.0,0.18155164827585096,0.5649016077968781,-0.5645567350204584
MEOH,2026-03-25,19:02:20,57.94,2.7359851430371926,2.669229916279368,1.3298742688002494,0.5510190990311263,0.3453009731750396,1.0,0.0,0.0,0.17508424386166607,0.6558508802209226,-0.474628926475662
MEOH,2026-03-25,19:02:30,57.97,1.307298955152455,-0.37444179171216685,-1.945620140299272,-1.844688666086771,-1.296224564798108,0.0,0.0,1.0,0.17291815060093035,0.6037605658099041,-0.526134207348628
MEOH,2026-03-25,19:04:50,57.915,-1.2715312682222244,-1.2480399507692934,-0.7976944294623556,-0.5194997478489702,-0.309063808606781,0.0,0.0,1.0,0.12142947898986102,0.9669343002676375,-0.431667098333765
MEOH,2026-03-25,19:05:20,57.9171,-1.0259584631721799,-1.048052697367383,-0.7554119996954056,-0.3691803112586307,0.13248991115799438,0.0,0.0,1.0,0.10613205591805046,0.9632733683143728,-0.4352773187884039
MEOH,2026-03-25,19:06:40,57.9119,0.9380562252902066,1.4396512660980034,1.5182748946999636,1.078604629590976,0.6170405734747001,1.0,0.0,0.0,0.07708967762754672,0.9723390184055412,-0.4263372467489474
MEOH,2026-03-25,19:08:20,57.81,-3.147128941515356,-3.137819905322518,-1.9812360444691879,-1.106742622365215,-0.5927611761919566,0.0,0.0,1.0,0.07591636305126669,1.1503200138384346,-0.2508216571527471
MEOH,2026-03-25,19:08:30,57.9315,1.02069560757347,2.9582160917263236,3.812952018864743,3.2786058044187607,2.3876099011778824,1.0,0.0,0.0,0.07333862787961447,0.9381769848873267,-0.46002606526673856
MEOH,2026-03-25,19:08:40,57.81,-1.6461532832823502,-2.327747537077657,-3.2693159086695314,-3.939967244270727,-3.88467542775286,0.0,0.0,1.0,0.07997835324963651,1.1503200138384346,-0.2508216571527471
MEOH,2026-03-25,19:08:50,57.78,-0.25348845820832117,0.6978528556513094,1.8704107997090211,2.8557832925607705,3.631199809576665,1.0,0.0,0.0,0.08837556577979344,1.202838352371063,-0.19903080650744545
MEOH,2026-03-25,19:09:00,57.76,-1.2242007000813353,-1.1483438117958136,-1.140806413642372,-1.6743383174426176,-2.4232073449432745,0.0,0.0,1.0,0.09760455668089124,1.2378808864265987,-0.16447368421052436
MEOH,2026-03-25,19:09:20,57.73,0.42307239251520956,1.008210729646142,0.9731485571290703,0.34042422456619936,-0.2678144440154105,1.0,0.0,0.0,0.11795121401465024,1.2904902130608082,-0.11259310583751556
MEOH,2026-03-25,19:10:00,57.665,-1.260277022599267,-2.1574186952020367,-1.6296766440969417,-0.9325711728339132,-0.5743298864889518,0.0,0.0,1.0,0.14636658989606996,1.4046648747073656,0.0
MEOH,2026-03-25,19:10:10,57.73,0.191685393859644,0.9043658070743161,1.8973215558922958,1.963231948688491,1.555007219870378,1.0,0.0,0.0,0.15026708670949931,1.2904902130608082,-0.06928806513077976
