symbol,rows_used,avg_volume_20d,shares_at_1pct_adv,last_close,cash_value_1pct_adv,status
AAPL,20,40546695.0,405466.95,248.8,100880178.4,ok
AFRM,20,5753070.0,57530.7,42.53,2446780.6,ok
AMZN,20,45216310.0,452163.1,199.34,90134190.7,ok
AOS,20,1549480.0,15494.8,64.42,998174.99,ok
ATMU,20,790915.0,7909.15,58.07,459284.34,ok
AVGO,20,29606305.0,296063.05,300.68,89020235.71,ok
AVIG,20,340085.0,3400.85,41.17,140012.99,ok
BEN,20,5485560.0,54855.6,22.75,1247964.9,ok
BITQ,20,136225.0,1362.25,18.69,25460.45,ok
BST,20,82470.0,824.7,35.16,28996.45,ok
CEF,20,948440.0,9484.4,45.29,429548.48,ok
CIM,20,837870.0,8378.7,12.41,103979.67,ok
CLSM,20,10790.0,107.9,22.665,2445.55,ok
COST,20,1728475.0,17284.75,983.86,17005773.88,ok
CPA,20,543835.0,5438.35,110.91,603167.42,ok
CRM,20,13327360.0,133273.6,179.31,23897288.89,ok
CSCO,20,24348930.0,243489.3,79.92,19459664.41,ok
CTAS,20,2651855.0,26518.55,165.71,4394389.1,ok
DDIV,20,3375.0,33.75,39.335,1327.56,ok
DFIV,20,1806150.0,18061.5,51.22,925110.05,ok
DRIV,20,39600.0,396.0,29.617,11728.33,ok
EDEN,20,10850.0,108.5,99.94,10843.49,ok
ESI,20,3004555.0,30045.55,33.36,1002319.57,ok
EXI,20,49205.0,492.05,176.96,87073.17,ok
FVC,20,11830.0,118.3,34.36,4064.79,ok
GFR,20,204070.0,2040.7,6.58,13427.81,ok
GHY,20,149645.0,1496.45,11.36,16999.67,ok
GOOGL,20,29596190.0,295961.9,274.34,81194186.56,ok
GTMEY,20,0.0,0.0,23.12,0.0,ok
IFLN,20,210655.0,2106.55,17.78,37454.46,ok
INTC,20,85138575.0,851385.75,43.13,36720268.31,ok
JGLO,20,226595.0,2265.95,63.369,143590.98,ok
JPLD,20,600690.0,6006.9,52.129,313133.7,ok
JPM,20,10972745.0,109727.45,282.84,31035311.56,ok
KBR,20,1562515.0,15625.15,37.0,578130.55,ok
KTB,20,1071755.0,10717.55,66.43,711966.85,ok
LBTYA,20,2091825.0,20918.25,11.97,250391.46,ok
LQDT,20,183805.0,1838.05,29.49,54204.09,ok
META,20,14834390.0,148343.9,525.72,77987350.76,ok
MRSK,20,22185.0,221.85,34.7,7698.2,ok
MSFT,20,32756360.0,327563.6,356.77,116864861.97,ok
NFRA,20,55705.0,557.05,62.81,34988.31,ok
NSIT,20,453395.0,4533.95,65.82,298424.59,ok
NVDA,20,180721205.0,1807212.05,167.52,302744170.34,ok
NYF,20,173760.0,1737.6,52.92,91953.79,ok
ONTF,20,614680.0,6146.8,8.1,49789.08,ok
ORC,20,6904045.0,69040.45,6.87,474307.88,ok
OSPN,20,828950.0,8289.5,10.15,84138.42,ok
PATH,20,39825580.0,398255.8,10.69,4257354.33,ok
PCF,20,104720.0,1047.2,5.49,5749.13,ok
PCG,20,24302655.0,243026.55,17.17,4172765.88,ok
PCM,20,51690.0,516.9,5.53,2858.46,ok
PFFD,20,645535.0,6455.35,18.31,118197.46,ok
PFGC,20,1588590.0,15885.9,83.01,1318688.59,ok
PLTR,20,48390440.0,483904.4,143.06,69227362.28,ok
RLGT,20,118750.0,1187.5,6.85,8134.37,ok
RVSB,20,56505.0,565.05,5.52,3119.08,ok
SMG,20,931270.0,9312.7,60.65,564815.27,ok
SPXS,20,23582800.0,235828.0,43.81,10331625.0,ok
SSREY,20,52900.0,529.0,40.18,21255.22,ok
SWAN,20,9465.0,94.65,30.69,2904.81,ok
TAP,20,2991090.0,29910.9,43.4,1298133.11,ok
TENX,20,436695.0,4366.95,14.9,65067.55,ok
TFLR,20,84615.0,846.15,50.185,42464.04,ok
TLTW,20,2312590.0,23125.9,22.32,516170.08,ok
TOST,20,11193595.0,111935.95,25.64,2870037.69,ok
TSLA,20,60949305.0,609493.05,361.83,220532862.1,ok
TSN,20,3290875.0,32908.75,63.92,2103527.24,ok
USSG,20,43130.0,431.3,58.0,25015.4,ok
VGSH,20,4891920.0,48919.2,58.41,2857370.46,ok
VPU,20,328525.0,3285.25,196.88,646800.04,ok
WANT,20,24445.0,244.45,33.2,8115.74,ok
XOMA,20,124265.0,1242.65,30.17,37490.75,ok
