symbol,rows_used,avg_volume_20d,shares_at_1pct_adv,last_close,cash_value_1pct_adv,status
AAPL,20,40698728.05,406987.28,251.64,102414279.02,ok
ABCL,20,3278799.9,32788.0,3.31,108528.27,ok
ACMR,20,1468448.55,14684.49,45.92,674311.55,ok
AESR,20,38417.1,384.17,16.9,6492.49,ok
AFYA,20,101699.85,1017.0,15.49,15753.31,ok
ALLT,20,775790.55,7757.91,6.51,50503.97,ok
AMCX,20,473925.55,4739.26,6.77,32084.76,ok
AMZN,20,45538819.55,455388.2,207.24,94374652.14,ok
APG,20,3246813.0,32468.13,42.07,1365934.22,ok
AVGO,20,30474023.5,304740.23,318.29,96995772.0,ok
BBBS,20,29462.4,294.62,50.952,15011.68,ok
BBCB,20,1935.0,19.35,45.095,872.59,ok
BIP,20,1178944.85,11789.45,35.52,418761.22,ok
BSEP,20,5408.35,54.08,48.192,2606.39,ok
BWIN,20,2268985.45,22689.85,22.09,501218.89,ok
CENT,20,99858.35,998.58,37.08,37027.48,ok
CHSCO,20,25024.4,250.24,26.1,6531.37,ok
CLFD,20,82373.1,823.73,29.49,24291.83,ok
COST,20,1887879.0,18878.79,973.82,18384543.42,ok
CRI,20,1531616.9,15316.17,34.75,532236.87,ok
CSWC,20,668966.35,6689.66,21.91,146570.53,ok
CTEC,20,7348.8,73.49,57.9007,4255.01,ok
DJAN,20,35195.8,351.96,42.61,14996.93,ok
DMXF,20,161323.3,1613.23,74.1923,119689.46,ok
ENIC,20,545553.95,5455.54,3.98,21713.05,ok
ERIE,20,280085.15,2800.85,240.53,673688.81,ok
FLQL,20,151927.55,1519.28,67.97,103265.16,ok
FMDE,20,1617606.75,16176.07,36.03,582823.69,ok
FSMB,20,157377.45,1573.77,19.96,31412.54,ok
FTXO,20,2288732.7,22887.33,35.8654,820863.1,ok
GMAB,20,1533557.5,15335.58,25.81,395811.18,ok
GOOGL,20,29920875.0,299208.75,290.44,86902190.08,ok
HBAN,20,30037209.55,300372.1,15.48,4649759.9,ok
HIPO,20,136844.75,1368.45,25.83,35347.0,ok
HLAL,20,57971.05,579.71,59.95,34753.64,ok
HLIT,20,1240924.1,12409.24,9.32,115654.12,ok
HPS,20,57842.9,578.43,14.1,8155.85,ok
IDHQ,20,137488.2,1374.88,35.48,48780.81,ok
IMBBY,20,101228.15,1012.28,40.54,41037.89,ok
ITW,20,1391860.55,13918.61,265.04,3688987.32,ok
JACK,20,851233.35,8512.33,10.83,92188.57,ok
JKHY,20,1015752.6,10157.53,158.87,1613726.11,ok
JKS,20,552112.4,5521.12,25.52,140899.09,ok
JPM,20,10937211.9,109372.12,292.4,31980406.93,ok
LEG,20,1286845.45,12868.45,10.14,130486.13,ok
LFEQ,20,962.5,9.62,51.9106,499.64,ok
LGIH,20,567327.7,5673.28,37.35,211896.89,ok
MED,20,285576.85,2855.77,9.59,27386.82,ok
META,20,12796057.1,127960.57,592.92,75870379.57,ok
MFC,20,2608344.05,26083.44,34.43,898052.86,ok
MLPX,20,455793.25,4557.93,75.08,342209.58,ok
MMD,20,50667.15,506.67,14.75,7473.4,ok
MRCY,20,623228.25,6232.28,74.49,464242.71,ok
MRGR,20,1395.0,13.95,44.98,627.47,ok
MSFT,20,33809869.05,338098.69,372.74,126022902.6,ok
MSGS,20,236506.65,2365.07,314.1,742867.4,ok
NVDA,20,199406295.65,1994062.96,175.2,349359823.89,ok
OIH,20,584993.95,5849.94,406.7,2379170.47,ok
ONEQ,20,345081.5,3450.82,85.6,295389.76,ok
PLTR,20,50313698.3,503136.98,154.78,77875541.61,ok
PTGX,20,936225.6,9362.26,100.39,939876.87,ok
PUBM,20,939385.3,9393.85,8.0,75150.82,ok
QVMT,20,21463.4,214.63,59.8,12835.11,ok
SFST,20,101130.15,1011.3,53.46,54064.18,ok
SOBKY,20,179911.75,1799.12,13.72,24683.89,ok
SPVM,20,11613.85,116.14,68.6114,7968.42,ok
STE,20,983236.0,9832.36,221.73,2180129.14,ok
TROW,20,2617828.45,26178.28,88.8,2324631.74,ok
TRUP,20,436500.7,4365.01,25.57,111613.23,ok
TSLA,20,60570429.15,605704.29,383.03,232002914.03,ok
UCO,20,18089955.0,180899.55,40.22,7275780.12,ok
UPMMY,20,42800.0,428.0,29.61,12673.08,ok
USAU,20,337998.25,3379.98,14.29,48299.95,ok
VNDA,20,2435601.95,24356.02,6.82,166108.06,ok
WEBS,20,114614.25,1146.14,28.64,32825.52,ok
WMMVY,20,135281.8,1352.82,31.74,42938.44,ok
XENE,20,2339147.7,23391.48,53.38,1248637.07,ok
XMAR,20,32558.75,325.59,40.52,13192.81,ok
XYF,20,120239.6,1202.4,4.5,5410.78,ok
