symbol,rows_used,avg_volume_20d,shares_at_1pct_adv,last_close,cash_value_1pct_adv,status
AAPL,20,41768185.0,417681.85,252.89,105627562.79,ok
ABNB,20,3964660.0,39646.6,131.06,5196083.3,ok
ALB,20,2086840.0,20868.4,174.5,3641535.8,ok
AMSF,20,247940.0,2479.4,32.98,81770.61,ok
AMZN,20,45290090.0,452900.9,207.54,93995049.75,ok
AVGO,20,29827000.0,298270.0,309.42,92290707.41,ok
AYI,20,519405.0,5194.05,270.34,1404159.46,ok
CANE,20,412095.0,4120.95,10.63,43805.7,ok
CCC,20,13253405.0,132534.05,6.0,795204.3,ok
CLS,20,1802850.0,18028.5,273.38,4928631.42,ok
COCO,20,1570630.0,15706.3,51.68,811701.59,ok
CODI,20,1282555.0,12825.55,6.61,84776.89,ok
COST,20,1848140.0,18481.4,979.65,18105303.96,ok
CPA,20,545680.0,5456.8,113.94,621747.81,ok
EHAB,20,1497880.0,14978.8,13.66,204610.41,ok
ESGE,20,1918505.0,19185.05,44.44,852583.6,ok
ETHE,20,4187780.0,41877.8,16.66,697684.14,ok
EZM,20,22070.0,220.7,66.77,14736.14,ok
FIVA,20,210610.0,2106.1,33.95,71502.1,ok
FLKR,20,711850.0,7118.5,38.88,276767.29,ok
FLTW,20,366790.0,3667.9,67.32,246923.03,ok
FPH,20,190825.0,1908.25,4.86,9274.1,ok
GE,20,5567525.0,55675.25,285.24,15880807.77,ok
GHY,20,148265.0,1482.65,11.51,17065.3,ok
GHYG,20,36835.0,368.35,44.7,16465.25,ok
GOOGL,20,30031580.0,300315.8,280.92,84364718.57,ok
GSST,20,224970.0,2249.7,50.45,113497.37,ok
HCA,20,1163135.0,11631.35,480.32,5586770.12,ok
HFRO,20,87650.0,876.5,5.62,4925.93,ok
HNST,20,1913210.0,19132.1,2.91,55674.41,ok
IMFL,20,81320.0,813.2,30.86,25095.35,ok
IMTB,20,23515.0,235.15,43.46,10219.62,ok
INTL,20,33050.0,330.5,27.56,9108.58,ok
IZRL,20,28615.0,286.15,27.78,7949.25,ok
JILL,20,51270.0,512.7,15.35,7869.95,ok
JPM,20,11409405.0,114094.05,291.66,33276671.04,ok
JSMD,20,97595.0,975.95,78.314,76430.55,ok
KHC,20,17622080.0,176220.8,21.56,3799320.35,ok
LOUP,20,10060.0,100.6,69.39,6980.63,ok
LPLA,20,1050245.0,10502.45,303.72,3189804.13,ok
LQDI,20,9445.0,94.45,25.94,2450.03,ok
LQDT,20,187230.0,1872.3,29.8,55794.54,ok
MCS,20,148965.0,1489.65,17.03,25368.74,ok
META,20,14114755.0,141147.55,547.54,77283926.43,ok
MKOR,20,39480.0,394.8,42.561,16803.08,ok
MMTM,20,1330.0,13.3,277.98,3697.13,ok
MMYT,20,1604785.0,16047.85,40.0,641914.0,ok
MSEX,20,163240.0,1632.4,52.03,84933.77,ok
MSFL,20,933255.0,9332.55,14.92,139241.65,ok
MSFT,20,33430700.0,334307.0,365.97,122346333.2,ok
NMFC,20,1591445.0,15914.45,7.65,121745.54,ok
NNDM,20,1890810.0,18908.1,1.79,33845.5,ok
NTRA,20,1339755.0,13397.55,196.15,2627929.35,ok
NVDA,20,186499915.0,1864999.15,171.24,319362464.69,ok
PDT,20,92130.0,921.3,12.85,11838.71,ok
PINE,20,219165.0,2191.65,18.06,39581.2,ok
PLTR,20,49570355.0,495703.55,147.56,73146014.63,ok
PRIM,20,823020.0,8230.2,140.6,1157166.17,ok
PTF,20,35280.0,352.8,86.76,30608.93,ok
QLV,20,28985.0,289.85,71.22,20643.12,ok
QVAL,20,25625.0,256.25,51.936,13308.6,ok
RDIV,20,32205.0,322.05,55.66,17925.3,ok
RUNN,20,42630.0,426.3,32.003,13642.88,ok
RWJ,20,91095.0,910.95,50.4,45911.88,ok
RWK,20,26895.0,268.95,127.48,34285.75,ok
RYAN,20,1765675.0,17656.75,33.04,583379.04,ok
SEOAY,20,42460.0,424.6,11.51,4887.15,ok
SIBN,20,589835.0,5898.35,12.84,75734.81,ok
TBIL,20,2815815.0,28158.15,49.97,1407062.79,ok
TEO,20,238955.0,2389.55,11.62,27766.57,ok
THRY,20,1662225.0,16622.25,2.6,43217.85,ok
TLSI,20,225750.0,2257.5,3.92,8849.4,ok
TSLA,20,60690155.0,606901.55,372.11,225834126.88,ok
ULTY,20,628315.0,6283.15,30.37,190819.27,ok
URNM,20,786180.0,7861.8,59.24,465733.05,ok
VITL,20,2755670.0,27556.7,13.01,358512.67,ok
WYNN,20,2052160.0,20521.6,99.47,2041283.58,ok
