symbol,rows_used,avg_volume_20d,shares_at_1pct_adv,last_close,cash_value_1pct_adv,status
AAON,20,922372.75,9223.73,79.5,733286.34,ok
AVGO,20,27823273.9,278232.74,321.31,89398960.69,ok
BITO,20,105722232.15,1057222.32,10.26,10847101.26,ok
FVCB,20,54940.0,549.4,14.77,8114.64,ok
GIII,20,670933.7,6709.34,25.77,172899.62,ok
INSP,20,1178336.2,11783.36,55.15,649852.43,ok
KFS,20,69425.4,694.25,11.02,7650.68,ok
MC,20,1457878.75,14578.79,53.23,776028.85,ok
PDM,20,892011.25,8920.11,6.84,61013.57,ok
TBBB,20,670842.65,6708.43,33.86,227147.33,ok
