symbol,rows_used,avg_volume_20d,shares_at_1pct_adv,last_close,cash_value_1pct_adv,status
ARDX,20,3397146.15,33971.46,5.35,181747.32,ok
COIN,20,13633067.6,136330.68,181.04,24681304.67,ok
GAMB,20,679930.1,6799.3,3.93,26721.25,ok
PLAY,20,1473048.2,14730.48,11.34,167043.67,ok
PLTR,20,50313698.3,503136.98,154.78,77875541.61,ok
PSN,20,1414822.95,14148.23,50.43,713495.22,ok
SMCI,20,42489358.05,424893.58,22.23,9445384.1,ok
STX,20,3687660.7,36876.61,424.96,15671082.6,ok
TOST,20,11124506.8,111245.07,26.61,2960231.33,ok
UDMY,20,1738427.8,17384.28,4.49,78055.4,ok
